Type of Property,Floor Size,Levies,Rates and Taxes,Pets Allowed,Lounge,Garage,Garden,price,Erf Size,Kitchen,Pool,Dining Room,Parking,Bathroom,Bedroom
2.0,282.0,1585.0,430.0,1,1.0,2.0,0.0,1350000,123.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,282.0,1932.0,960.0,1,0.0,0.0,1.0,2999000,918.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,282.0,1932.0,1151.0,1,0.0,1.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1380.0,1,1.0,3.0,1.0,1850000,1.0,0.0,1.0,0.0,0.0,3.0,1.0
0.0,300.0,1932.0,232.0,1,1.0,0.0,1.0,990000,1.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,860000,300.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,45.0,1100.0,605.0,1,1.0,0.0,0.0,1095000,9102.0,1.0,1.0,1.0,1.0,3.0,1.0
1.0,155.0,1932.0,1151.0,1,0.0,2.0,1.0,890000,2.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1203.0,1,0.0,0.0,0.0,2950000,3.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,276.0,2132.0,2424.0,0,0.0,2.0,1.0,3495000,1.0,0.0,1.0,1.0,5.0,3.0,1.0
0.0,282.0,1932.0,964.0,1,1.0,2.0,0.0,1350000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1246.0,1,1.0,2.0,1.0,1350000,9102.0,0.0,1.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,890000,685.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,48.0,1800.0,1200.0,1,0.0,0.0,0.0,1095000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,6.0,0.0,1850000,9102.0,1.0,1.0,1.0,0.0,3.0,1.0
2.0,107.0,1950.0,660.0,1,1.0,1.0,1.0,1350000,9102.0,0.0,1.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,4.0,0.0,3600000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,1.0,1350000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
2.0,500.0,1300.0,500.0,1,1.0,2.0,1.0,1850000,9102.0,0.0,1.0,1.0,1.0,3.0,1.0
1.0,100.0,1800.0,700.0,1,0.0,0.0,0.0,860000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1425.0,2580.0,1,0.0,4.0,0.0,4300000,629.0,1.0,1.0,1.0,1.0,3.0,1.0
0.0,300.0,1932.0,937.0,0,1.0,2.0,0.0,2695000,1.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,90.0,1460.0,990.0,1,0.0,0.0,1.0,900000,9102.0,1.0,1.0,0.0,1.0,3.0,1.0
0.0,500.0,1932.0,1400.0,1,0.0,2.0,1.0,2950000,838.0,1.0,0.0,0.0,4.0,3.0,1.0
0.0,282.0,1262.0,500.0,1,0.0,0.0,1.0,1350000,125.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,860000,346.0,0.0,0.0,0.0,4.0,3.0,1.0
1.0,21.0,992.0,1151.0,0,0.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,1.0,860000,440.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,76.0,1932.0,1151.0,1,0.0,0.0,0.0,890000,20.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,160.0,2593.0,1365.0,0,0.0,1.0,1.0,1350000,160.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,70.0,1932.0,1151.0,1,0.0,0.0,1.0,860000,9102.0,0.0,0.0,0.0,2.0,3.0,1.0
2.0,289.0,5095.0,2500.0,1,0.0,2.0,0.0,2695000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1200.0,1,2.0,3.0,1.0,2580000,1.0,1.0,1.0,1.0,1.0,3.0,1.0
1.0,74.0,1932.0,1151.0,1,1.0,1.0,1.0,890000,9102.0,1.0,0.0,1.0,4.0,3.0,1.0
0.0,282.0,750.0,1700.0,1,1.0,2.0,1.0,1850000,550.0,1.0,0.0,1.0,4.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,0.0,1.0,900000,9102.0,0.0,1.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,0,0.0,2.0,0.0,2990000,2.0,1.0,1.0,1.0,5.0,3.0,1.0
1.0,66.0,1700.0,600.0,1,0.0,0.0,0.0,1350000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,92.0,1932.0,1151.0,1,0.0,0.0,1.0,1850000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1000.0,1,0.0,0.0,1.0,1350000,1.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,175.0,1932.0,850.0,1,0.0,1.0,1.0,1350000,1.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,103.0,1800.0,450.0,0,1.0,1.0,0.0,890000,14.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,79.0,1800.0,550.0,1,0.0,0.0,0.0,1350000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
2.0,151.0,2800.0,810.0,1,0.0,2.0,1.0,1850000,7.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,91.0,1953.0,990.0,1,1.0,1.0,1.0,2950000,91.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,210.0,1932.0,2000.0,1,0.0,2.0,2.0,2390000,742.0,1.0,0.0,0.0,2.0,3.0,1.0
0.0,282.0,1932.0,2800.0,1,1.0,3.0,1.0,2695000,10000.0,0.0,1.0,1.0,8.0,3.0,1.0
0.0,560.0,1932.0,800.0,1,0.0,4.0,1.0,3100000,1.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,70.0,1932.0,700.0,1,0.0,0.0,0.0,860000,280.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,86.0,1100.0,650.0,1,1.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,175.0,4450.0,1151.0,1,0.0,1.0,0.0,1850000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,0.0,1.0,1350000,773.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,2218.0,1,1.0,2.0,1.0,3600000,1.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,4500.0,1,0.0,0.0,0.0,2950000,421.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,288.0,1932.0,1929.0,1,0.0,2.0,1.0,3650000,889.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,0.0,900000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,64.0,1600.0,1500.0,0,0.0,1.0,0.0,3100000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,84.0,4010.0,1480.0,1,0.0,0.0,0.0,1850000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,6500000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,900000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,120.0,1932.0,550.0,1,1.0,0.0,0.0,990000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
2.0,237.0,4943.0,2331.0,1,0.0,2.0,0.0,4300000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,300.0,1932.0,1000.0,1,0.0,3.0,1.0,2390000,1.0,1.0,1.0,1.0,2.0,3.0,1.0
1.0,118.0,4000.0,2736.0,1,1.0,0.0,0.0,2695000,8.0,0.0,1.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,915.0,1,0.0,2.0,1.0,1850000,991.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,282.0,1932.0,1151.0,0,1.0,0.0,1.0,1350000,9102.0,0.0,1.0,0.0,1.0,3.0,1.0
0.0,230.0,1932.0,600.0,1,0.0,1.0,0.0,890000,595.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,63.0,1932.0,1151.0,1,0.0,0.0,0.0,890000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
0.0,425.0,3100.0,2100.0,1,0.0,2.0,1.0,2695000,688.0,0.0,0.0,1.0,0.0,3.0,1.0
2.0,60.0,1932.0,1151.0,1,1.0,0.0,0.0,890000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,282.0,1515.0,1151.0,1,0.0,0.0,0.0,890000,90.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1440.0,1,0.0,2.0,0.0,2999000,1.0,1.0,1.0,1.0,4.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,2.0,1.0,900000,9102.0,0.0,0.0,1.0,2.0,3.0,1.0
1.0,282.0,1530.0,736.0,1,0.0,0.0,0.0,890000,9102.0,1.0,1.0,0.0,1.0,3.0,1.0
2.0,69.0,1050.0,300.0,1,0.0,0.0,1.0,645000,12.0,1.0,0.0,0.0,2.0,3.0,1.0
1.0,140.0,4334.0,1390.0,0,1.0,0.0,0.0,1850000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,132.0,2125.0,1500.0,1,1.0,1.0,1.0,2695000,9102.0,0.0,1.0,1.0,0.0,3.0,1.0
1.0,72.0,1300.0,900.0,0,0.0,1.0,0.0,990000,21.0,0.0,2.0,0.0,1.0,3.0,1.0
1.0,70.0,1500.0,1400.0,1,1.0,0.0,0.0,2695000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,104.0,1000.0,743.0,1,0.0,0.0,1.0,1599000,9102.0,1.0,0.0,0.0,2.0,3.0,1.0
0.0,106.0,1932.0,4584.0,1,0.0,0.0,1.0,6500000,9102.0,0.0,0.0,1.0,6.0,3.0,1.0
0.0,194.0,1100.0,1200.0,1,1.0,2.0,1.0,3650000,285.0,0.0,0.0,1.0,2.0,3.0,1.0
2.0,174.0,1800.0,2166.0,1,0.0,1.0,1.0,3495000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,0,0.0,0.0,0.0,1350000,217.0,2.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,837.0,1,0.0,2.0,0.0,1599000,1.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,555.0,2500.0,1151.0,1,0.0,2.0,0.0,3600000,9102.0,0.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,800.0,1151.0,1,0.0,0.0,0.0,860000,249.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,102.0,2153.0,1000.0,1,0.0,0.0,0.0,1850000,5.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,114.0,1200.0,682.0,1,0.0,1.0,1.0,900000,9102.0,0.0,1.0,0.0,1.0,3.0,1.0
2.0,282.0,550.0,900.0,1,0.0,0.0,0.0,890000,9102.0,1.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,890000,395.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,101.0,1778.0,387.0,1,1.0,1.0,1.0,1095000,9102.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,495.0,1932.0,1085.0,1,0.0,0.0,0.0,1095000,497.0,1.0,0.0,1.0,4.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,0.0,0.0,890000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,282.0,1400.0,1151.0,1,0.0,0.0,0.0,890000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
2.0,176.0,2800.0,700.0,1,0.0,1.0,0.0,2950000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,172.0,1932.0,1100.0,1,1.0,2.0,1.0,2390000,14.0,0.0,1.0,0.0,0.0,3.0,1.0
0.0,155.0,1932.0,900.0,1,0.0,2.0,0.0,1350000,1.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,245.0,1932.0,1536.0,1,0.0,2.0,1.0,3100000,1.0,0.0,1.0,1.0,4.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,3300000,1.0,1.0,1.0,1.0,2.0,3.0,1.0
0.0,349.0,1084.0,1700.0,1,0.0,2.0,1.0,4600000,700.0,0.0,0.0,0.0,4.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,1350000,502.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,2600.0,550.0,1,0.0,2.0,1.0,2190000,402.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,72.0,727.0,660.0,0,0.0,1.0,0.0,860000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,101.0,3795.0,1657.0,1,0.0,0.0,0.0,3495000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,2500.0,1,2.0,2.0,1.0,3300000,2.0,1.0,1.0,1.0,0.0,3.0,1.0
0.0,190.0,1932.0,1151.0,1,1.0,3.0,0.0,1850000,885.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,350.0,150.0,1,0.0,0.0,0.0,990000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,1.0,3300000,9102.0,0.0,1.0,0.0,3.0,3.0,1.0
0.0,270.0,1650.0,1365.0,1,0.0,2.0,0.0,2999000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,115.0,1932.0,700.0,0,0.0,0.0,0.0,900000,378.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,608.0,1932.0,1151.0,1,0.0,1.0,0.0,1850000,608.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,980.0,1,0.0,2.0,0.0,1850000,900.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1700.0,1,1.0,2.0,0.0,3300000,1.0,0.0,1.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1900.0,1,1.0,2.0,0.0,2950000,400.0,0.0,0.0,1.0,1.0,3.0,1.0
1.0,97.0,2312.0,968.0,0,0.0,0.0,1.0,1350000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,67.0,1932.0,1151.0,0,0.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,282.0,1932.0,1151.0,1,1.0,0.0,0.0,645000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,450.0,1932.0,1350.0,1,1.0,2.0,1.0,2950000,2.0,0.0,1.0,1.0,3.0,3.0,1.0
2.0,282.0,1932.0,1084.0,1,0.0,0.0,0.0,1236000,306.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,2.0,1.0,3495000,1.0,0.0,1.0,1.0,4.0,3.0,1.0
1.0,282.0,1600.0,350.0,0,0.0,0.0,0.0,890000,9102.0,0.0,0.0,1.0,1.0,3.0,1.0
2.0,65.0,900.0,1151.0,1,0.0,1.0,0.0,645000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,150.0,700.0,863.0,0,0.0,1.0,0.0,1095000,2.0,1.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,750.0,1,1.0,2.0,1.0,1850000,17.0,0.0,1.0,1.0,6.0,3.0,1.0
0.0,331.0,1932.0,900.0,1,1.0,2.0,1.0,3100000,1.0,2.0,1.0,1.0,4.0,3.0,1.0
2.0,63.0,1099.0,1012.0,0,0.0,0.0,0.0,860000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,105.0,656.0,389.0,1,1.0,1.0,0.0,990000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,177.0,960.0,1188.0,1,0.0,1.0,0.0,3300000,186.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,700.0,1151.0,1,1.0,2.0,1.0,2190000,449.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,260.0,2240.0,2558.0,1,0.0,2.0,1.0,2999000,9102.0,1.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,216.0,1,1.0,1.0,0.0,900000,205.0,0.0,0.0,1.0,0.0,3.0,1.0
2.0,240.0,2700.0,1570.0,0,0.0,2.0,1.0,2695000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,114.0,2075.0,555.0,0,1.0,2.0,0.0,900000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,74.0,2000.0,720.0,1,1.0,0.0,0.0,890000,4.0,1.0,1.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1000.0,0,0.0,3.0,0.0,1850000,1.0,0.0,0.0,1.0,0.0,3.0,1.0
1.0,86.0,1750.0,180.0,0,1.0,1.0,1.0,860000,9102.0,0.0,1.0,1.0,0.0,3.0,1.0
0.0,400.0,1932.0,2596.0,1,1.0,3.0,0.0,3300000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1298.0,1,0.0,4.0,1.0,2950000,2.0,1.0,1.0,1.0,0.0,3.0,1.0
1.0,282.0,1932.0,1151.0,0,0.0,0.0,0.0,900000,9102.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,1073.0,1932.0,1114.0,1,0.0,0.0,0.0,2950000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,282.0,1932.0,798.0,0,0.0,0.0,1.0,1095000,9102.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,92.0,1600.0,461.0,0,0.0,0.0,0.0,1350000,2.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,57.0,1525.0,795.0,1,0.0,0.0,0.0,1350000,9102.0,1.0,1.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,881.0,1,0.0,3.0,0.0,3100000,8.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,220.0,850.0,1693.0,1,1.0,2.0,0.0,2390000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,370.0,2200.0,2800.0,0,0.0,2.0,0.0,3600000,1.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,230.0,1932.0,608.0,1,0.0,2.0,1.0,1350000,685.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1000.0,1,1.0,1.0,0.0,1850000,466.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,0.0,1.0,900000,767.0,0.0,0.0,1.0,2.0,3.0,1.0
0.0,310.0,1932.0,1250.0,1,0.0,6.0,0.0,3495000,1.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,1.0,2950000,1.0,0.0,1.0,0.0,1.0,3.0,1.0
1.0,282.0,889.0,399.0,1,1.0,0.0,0.0,645000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,99.0,3400.0,730.0,0,0.0,2.0,0.0,1095000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,396.0,1932.0,2100.0,1,0.0,2.0,0.0,3495000,2.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,45.0,1924.0,550.0,1,0.0,0.0,0.0,1850000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,2.0,1.0,990000,9102.0,0.0,0.0,1.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,4.0,0.0,3600000,214.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,282.0,1250.0,548.0,0,0.0,0.0,0.0,890000,32.0,1.0,0.0,1.0,1.0,3.0,1.0
1.0,282.0,22678.0,1151.0,1,0.0,0.0,1.0,3600000,9102.0,0.0,1.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,1.0,2.0,1.0,2999000,1.0,0.0,1.0,1.0,0.0,3.0,1.0
1.0,282.0,1200.0,500.0,1,1.0,0.0,1.0,890000,71.0,0.0,1.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,2.0,0.0,1350000,1.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,420.0,1932.0,1539.0,1,1.0,2.0,0.0,3650000,1.0,0.0,1.0,1.0,4.0,3.0,1.0
1.0,87.0,3540.0,1356.0,1,1.0,0.0,0.0,2390000,9102.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,1151.0,0,0.0,0.0,0.0,645000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
2.0,61.0,1800.0,250.0,1,0.0,0.0,0.0,645000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,232.0,1932.0,560.0,1,0.0,2.0,0.0,2695000,520.0,0.0,1.0,1.0,2.0,3.0,1.0
0.0,235.0,1932.0,1500.0,1,1.0,2.0,1.0,2990000,489.0,1.0,0.0,1.0,2.0,3.0,1.0
1.0,120.0,2630.0,1031.0,1,0.0,2.0,0.0,2695000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,815.0,1,0.0,2.0,0.0,1850000,1.0,0.0,0.0,0.0,2.0,3.0,1.0
0.0,330.0,1932.0,2067.0,1,0.0,3.5,0.0,2695000,1.0,1.0,0.0,1.0,0.0,3.0,1.0
2.0,98.0,1670.0,1151.0,1,0.0,0.0,0.0,890000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,400.0,930.0,1,0.0,1.0,1.0,890000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,77.0,1100.0,595.0,1,0.0,0.0,0.0,860000,77.0,0.0,0.0,0.0,1.0,3.0,1.5
0.0,174.0,1932.0,1151.0,0,0.0,2.0,0.0,1350000,650.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,1.0,1.0,900000,991.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,103.0,5400.0,1250.0,1,1.0,0.0,0.0,1350000,854.0,0.0,0.0,1.0,1.0,3.0,1.0
1.0,106.0,1932.0,1151.0,1,0.0,0.0,0.0,3100000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1000.0,1,0.0,2.0,1.0,1350000,1.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,850.0,613.0,0,1.0,1.0,0.0,860000,444.0,0.0,0.0,1.0,1.0,3.0,1.0
1.0,200.0,5740.0,2800.0,1,0.0,0.0,0.0,4300000,23.0,0.0,1.0,1.0,3.0,3.0,1.0
1.0,282.0,899.0,399.0,1,1.0,0.0,0.0,645000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
1.0,44.0,950.0,1.0,1,0.0,0.0,0.0,860000,44.0,1.0,0.0,0.0,1.0,3.0,1.0
1.0,91.0,2662.0,916.0,1,1.0,0.0,1.0,1350000,10.0,1.0,1.0,1.0,1.0,3.0,1.0
0.0,300.0,1932.0,1262.0,1,1.0,2.0,1.0,1850000,1.0,0.0,1.0,1.0,2.0,3.0,1.0
1.0,116.0,1932.0,500.0,0,0.0,0.0,0.0,1236000,9102.0,1.0,0.0,1.0,0.0,3.0,1.0
1.0,103.0,2703.0,1013.0,1,1.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,1932.0,540.0,1,0.0,0.0,1.0,1850000,764.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1200.0,1,0.0,0.0,0.0,2695000,9102.0,1.0,1.0,1.0,8.0,3.0,1.0
1.0,80.0,2265.0,1200.0,1,1.0,0.0,0.0,1350000,9102.0,0.0,1.0,1.0,1.0,3.0,1.0
0.0,149.0,1932.0,1151.0,1,0.0,1.0,0.0,2695000,369.0,1.0,0.0,0.0,2.0,3.0,1.0
2.0,137.0,3640.0,1295.0,1,1.0,1.0,1.0,2390000,137.0,0.0,0.0,1.0,2.0,3.0,1.0
0.0,282.0,1932.0,350.0,1,0.0,2.0,1.0,1350000,900.0,1.0,0.0,0.0,0.0,3.0,1.0
2.0,86.0,1090.0,548.0,1,1.0,0.0,0.0,890000,9102.0,0.0,1.0,0.0,1.0,3.0,1.0
1.0,71.0,6406.0,1420.0,1,0.0,0.0,1.0,4300000,9102.0,0.0,0.0,0.0,3.0,3.0,1.0
2.0,282.0,1932.0,1151.0,1,1.0,1.0,0.0,1095000,205.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,282.0,600.0,220.0,1,0.0,2.0,0.0,1095000,280.0,1.0,0.0,0.0,1.0,3.0,1.0
1.0,41.0,1482.0,537.0,1,1.0,0.0,0.0,1350000,9102.0,0.0,0.0,0.0,1.0,3.0,1.0
0.0,207.0,1885.0,1950.0,1,0.0,2.0,1.0,2950000,207.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,530.0,1932.0,3600.0,1,0.0,4.0,1.0,6500000,2.0,1.0,0.0,0.0,4.0,3.0,1.0
1.0,96.0,675.0,1900.0,0,1.0,0.0,0.0,900000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,0.0,0.0,3600000,9102.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,91.0,1932.0,755.0,1,0.0,0.0,0.0,1350000,347.0,1.0,0.0,0.0,0.0,3.0,1.0
1.0,1400.0,920.0,920.0,1,1.0,0.0,1.0,890000,53.0,0.0,0.0,1.0,1.0,3.0,1.0
2.0,9.0,897.0,545.0,0,0.0,0.0,0.0,645000,9102.0,1.0,0.0,0.0,0.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,2.0,1.0,990000,833.0,2.0,1.0,2.0,1.0,3.0,1.0
0.0,282.0,1932.0,1151.0,1,0.0,2.0,0.0,990000,9102.0,0.0,0.0,1.0,0.0,3.0,1.0
